Unnamed: 0,surfactant,nanoparticle,concentration,run_id,bd_row_idx,bd_t [s],bd_BC [mm?²],bd_M?B?A? [µm²],bd_SD M?B?A? [µm²],bd_R_avg [Âµm],bd_Ravg [µm],bd_R21 [µm],bd_R32 [µm],bd_v,bd_w,hd_t [s],hd_h_foam [mm],hd_h_liquid [mm],hd_h_total [mm],hd_V_foam [mL],hd_V_liquid [mL],hd_V_total [mL],hd_FVS [%],hd_FLS [%],hd_T [°C],frame_path
12891,Cocobetain 1 wt.%,CNT,0.00625,1,117,647.89,2.597,,,,,,,3.0,7.0,647.47,,,,,,,51.4,12.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_179.png
12892,Cocobetain 1 wt.%,CNT,0.00625,1,118,652.89,2.61,,,,,,,3.0,6.0,652.47,,,,,,,51.4,12.2,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_180.png
12893,Cocobetain 1 wt.%,CNT,0.00625,1,119,657.89,2.475,,,,,,,3.0,6.0,657.47,,,,,,,51.4,12.5,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_181.png
12894,Cocobetain 1 wt.%,CNT,0.00625,1,120,662.89,2.489,,,,,,,3.0,6.0,662.47,,,,,,,51.2,12.2,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_182.png
12895,Cocobetain 1 wt.%,CNT,0.00625,1,121,667.89,1.233,,,,,,,3.0,11.0,667.47,,,,,,,51.3,12.2,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_183.png
12896,Cocobetain 1 wt.%,CNT,0.00625,1,122,672.89,1.204,,,,,,,3.0,10.0,672.47,,,,,,,51.1,12.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_184.png
12897,Cocobetain 1 wt.%,CNT,0.00625,1,123,677.89,0.755,,,,,,,2.0,3.0,677.47,,,,,,,50.9,11.7,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_185.png
12898,Cocobetain 1 wt.%,CNT,0.00625,1,124,682.89,0.833,,,,,,,2.0,3.0,682.47,,,,,,,50.8,11.7,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_186.png
12899,Cocobetain 1 wt.%,CNT,0.00625,1,125,687.89,0.846,,,,,,,2.0,3.0,687.47,,,,,,,50.8,11.7,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_187.png
12900,Cocobetain 1 wt.%,CNT,0.00625,1,126,692.89,0.827,,,,,,,2.0,3.0,692.47,,,,,,,50.7,11.7,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_188.png
12901,Cocobetain 1 wt.%,CNT,0.00625,1,127,697.89,0.645,,,,,,,2.0,1.0,697.47,,,,,,,50.8,11.7,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_189.png
12902,Cocobetain 1 wt.%,CNT,0.00625,1,128,702.89,0.686,,,,,,,2.0,1.0,702.47,,,,,,,50.6,11.7,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_190.png
12903,Cocobetain 1 wt.%,CNT,0.00625,1,129,707.89,0.697,,,,,,,2.0,1.0,707.47,,,,,,,50.6,11.7,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_191.png
12904,Cocobetain 1 wt.%,CNT,0.00625,1,130,712.89,0.707,,,,,,,2.0,1.0,712.47,,,,,,,50.6,12.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_192.png
12905,Cocobetain 1 wt.%,CNT,0.00625,1,131,717.89,0.712,,,,,,,2.0,1.0,717.47,,,,,,,50.5,12.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_193.png
12906,Cocobetain 1 wt.%,CNT,0.00625,1,132,722.89,0.716,,,,,,,2.0,1.0,722.47,,,,,,,50.5,12.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_194.png
12907,Cocobetain 1 wt.%,CNT,0.00625,1,133,727.89,0.723,,,,,,,2.0,1.0,727.47,,,,,,,50.5,12.2,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_195.png
12908,Cocobetain 1 wt.%,CNT,0.00625,1,134,732.89,0.691,,,,,,,2.0,1.0,732.47,,,,,,,50.4,12.2,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_196.png
12909,Cocobetain 1 wt.%,CNT,0.00625,1,135,737.89,0.697,,,,,,,2.0,1.0,737.47,,,,,,,50.3,12.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_197.png
12910,Cocobetain 1 wt.%,CNT,0.00625,1,136,742.89,0.699,,,,,,,2.0,1.0,742.47,,,,,,,50.3,12.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_198.png
12911,Cocobetain 1 wt.%,CNT,0.00625,1,137,747.89,0.824,,,,,,,2.0,2.0,747.47,,,,,,,50.2,12.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_199.png
12912,Cocobetain 1 wt.%,CNT,0.00625,1,138,752.89,0.83,,,,,,,2.0,2.0,752.47,,,,,,,50.2,12.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_200.png
12913,Cocobetain 1 wt.%,CNT,0.00625,1,139,757.89,0.836,,,,,,,2.0,2.0,757.47,,,,,,,50.2,12.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_201.png
12914,Cocobetain 1 wt.%,CNT,0.00625,1,140,762.89,0.843,,,,,,,2.0,2.0,762.47,,,,,,,50.1,11.7,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_202.png
12915,Cocobetain 1 wt.%,CNT,0.00625,1,141,767.89,0.862,,,,,,,2.0,2.0,767.47,,,,,,,50.1,12.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_203.png
12916,Cocobetain 1 wt.%,CNT,0.00625,1,142,772.89,0.875,,,,,,,2.0,2.0,772.47,,,,,,,50.1,12.2,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_204.png
12917,Cocobetain 1 wt.%,CNT,0.00625,1,143,777.89,0.884,,,,,,,2.0,2.0,777.47,,,,,,,50.1,12.2,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_205.png
12918,Cocobetain 1 wt.%,CNT,0.00625,1,144,782.89,0.891,,,,,,,2.0,2.0,782.47,,,,,,,49.9,12.2,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_206.png
12919,Cocobetain 1 wt.%,CNT,0.00625,1,145,787.89,0.898,,,,,,,2.0,2.0,787.47,,,,,,,49.9,12.2,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_207.png
12920,Cocobetain 1 wt.%,CNT,0.00625,1,146,792.89,0.905,,,,,,,2.0,2.0,792.47,,,,,,,50.1,12.5,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_208.png
12921,Cocobetain 1 wt.%,CNT,0.00625,1,147,797.89,0.911,,,,,,,2.0,2.0,797.47,,,,,,,49.9,12.5,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_209.png
12922,Cocobetain 1 wt.%,CNT,0.00625,1,148,802.89,0.918,,,,,,,2.0,2.0,802.47,,,,,,,49.9,13.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_210.png
12923,Cocobetain 1 wt.%,CNT,0.00625,1,149,807.89,0.926,,,,,,,2.0,2.0,807.47,,,,,,,49.9,13.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_211.png
12924,Cocobetain 1 wt.%,CNT,0.00625,1,150,812.89,0.932,,,,,,,2.0,2.0,812.47,,,,,,,49.7,12.5,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_212.png
12925,Cocobetain 1 wt.%,CNT,0.00625,1,151,817.89,0.889,,,,,,,2.0,1.0,817.47,,,,,,,49.8,12.5,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_213.png
12926,Cocobetain 1 wt.%,CNT,0.00625,1,152,822.89,0.895,,,,,,,2.0,1.0,822.47,,,,,,,49.6,12.8,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_214.png
12927,Cocobetain 1 wt.%,CNT,0.00625,1,153,827.89,0.875,,,,,,,2.0,2.0,827.47,,,,,,,49.6,12.5,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_215.png
12928,Cocobetain 1 wt.%,CNT,0.00625,1,154,832.89,0.875,,,,,,,2.0,2.0,832.47,,,,,,,49.5,12.5,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_216.png
12929,Cocobetain 1 wt.%,CNT,0.00625,1,155,837.89,0.836,,,,,,,2.0,1.0,837.47,,,,,,,49.5,12.5,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_217.png
12930,Cocobetain 1 wt.%,CNT,0.00625,1,156,842.89,0.842,,,,,,,2.0,1.0,842.47,,,,,,,49.3,12.2,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_218.png
12931,Cocobetain 1 wt.%,CNT,0.00625,1,157,847.89,0.847,,,,,,,2.0,1.0,847.47,,,,,,,49.2,12.2,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_219.png
12932,Cocobetain 1 wt.%,CNT,0.00625,1,158,852.89,0.855,,,,,,,2.0,1.0,852.47,,,,,,,49.2,12.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_220.png
12933,Cocobetain 1 wt.%,CNT,0.00625,1,159,857.89,0.859,,,,,,,2.0,1.0,857.47,,,,,,,49.1,12.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_221.png
12934,Cocobetain 1 wt.%,CNT,0.00625,1,160,862.89,0.862,,,,,,,2.0,1.0,862.47,,,,,,,49.1,12.2,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_222.png
12935,Cocobetain 1 wt.%,CNT,0.00625,1,161,867.89,0.869,,,,,,,2.0,1.0,867.47,,,,,,,49.0,12.2,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_223.png
12936,Cocobetain 1 wt.%,CNT,0.00625,1,162,872.89,0.872,,,,,,,2.0,1.0,872.47,,,,,,,49.0,12.5,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_224.png
12937,Cocobetain 1 wt.%,CNT,0.00625,1,163,877.89,0.891,,,,,,,2.0,1.0,877.47,,,,,,,49.1,12.5,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_225.png
12938,Cocobetain 1 wt.%,CNT,0.00625,1,164,882.89,0.902,,,,,,,2.0,1.0,882.47,,,,,,,48.9,12.8,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_226.png
12939,Cocobetain 1 wt.%,CNT,0.00625,1,165,887.89,0.904,,,,,,,2.0,1.0,887.47,,,,,,,48.9,12.5,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_227.png
12940,Cocobetain 1 wt.%,CNT,0.00625,1,166,892.89,0.855,,,,,,,2.0,1.0,892.47,,,,,,,48.8,12.2,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_228.png
12941,Cocobetain 1 wt.%,CNT,0.00625,1,167,897.89,0.858,,,,,,,2.0,1.0,897.47,,,,,,,48.9,12.5,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_229.png
12942,Cocobetain 1 wt.%,CNT,0.00625,1,168,902.89,0.861,,,,,,,2.0,1.0,902.47,,,,,,,48.9,12.8,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_230.png
12943,Cocobetain 1 wt.%,CNT,0.00625,1,169,907.89,0.864,,,,,,,2.0,1.0,907.47,,,,,,,48.9,13.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_231.png
12944,Cocobetain 1 wt.%,CNT,0.00625,1,170,912.89,0.869,,,,,,,2.0,1.0,912.47,,,,,,,48.9,12.8,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_232.png
12945,Cocobetain 1 wt.%,CNT,0.00625,1,171,917.89,0.879,,,,,,,2.0,1.0,917.47,,,,,,,48.7,13.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_233.png
12946,Cocobetain 1 wt.%,CNT,0.00625,1,172,922.89,0.931,,,,,,,2.0,1.0,922.47,,,,,,,48.6,12.8,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_234.png
12947,Cocobetain 1 wt.%,CNT,0.00625,1,173,927.89,0.938,,,,,,,2.0,1.0,927.47,,,,,,,48.6,13.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_235.png
12948,Cocobetain 1 wt.%,CNT,0.00625,1,174,932.89,1.008,,,,,,,2.0,2.0,932.47,,,,,,,48.6,13.3,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_236.png
12949,Cocobetain 1 wt.%,CNT,0.00625,1,175,937.89,1.067,,,,,,,2.0,2.0,937.47,,,,,,,48.6,13.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_237.png
12950,Cocobetain 1 wt.%,CNT,0.00625,1,176,942.89,1.091,,,,,,,2.0,2.0,942.47,,,,,,,48.5,12.8,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_238.png
12951,Cocobetain 1 wt.%,CNT,0.00625,1,177,947.89,1.094,,,,,,,2.0,3.0,947.47,,,,,,,48.2,12.8,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_239.png
12952,Cocobetain 1 wt.%,CNT,0.00625,1,178,952.89,1.075,,,,,,,2.0,2.0,952.47,,,,,,,48.3,13.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_240.png
12953,Cocobetain 1 wt.%,CNT,0.00625,1,179,957.89,1.077,,,,,,,2.0,2.0,957.47,,,,,,,48.2,13.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_241.png
12954,Cocobetain 1 wt.%,CNT,0.00625,1,180,962.89,1.076,,,,,,,2.0,2.0,962.47,,,,,,,48.2,13.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_242.png
12955,Cocobetain 1 wt.%,CNT,0.00625,1,181,967.89,1.078,,,,,,,2.0,2.0,967.47,,,,,,,47.7,13.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_243.png
12956,Cocobetain 1 wt.%,CNT,0.00625,1,182,972.89,1.079,,,,,,,2.0,2.0,972.47,,,,,,,47.8,13.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_244.png
12957,Cocobetain 1 wt.%,CNT,0.00625,1,183,977.89,1.082,,,,,,,2.0,2.0,977.47,,,,,,,47.6,13.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_245.png
12958,Cocobetain 1 wt.%,CNT,0.00625,1,184,982.89,1.084,,,,,,,2.0,2.0,982.47,,,,,,,47.4,13.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_246.png
12959,Cocobetain 1 wt.%,CNT,0.00625,1,185,987.89,1.077,,,,,,,2.0,2.0,987.47,,,,,,,47.5,13.3,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_247.png
12960,Cocobetain 1 wt.%,CNT,0.00625,1,186,992.89,1.024,,,,,,,2.0,2.0,992.47,,,,,,,47.4,13.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_248.png
12961,Cocobetain 1 wt.%,CNT,0.00625,1,187,997.89,0.968,,,,,,,2.0,2.0,997.47,,,,,,,47.3,13.3,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_249.png
12962,Cocobetain 1 wt.%,CNT,0.00625,1,188,1002.89,1.012,,,,,,,2.0,2.0,1002.47,,,,,,,47.3,13.3,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_250.png
12963,Cocobetain 1 wt.%,CNT,0.00625,1,189,1007.89,0.962,,,,,,,2.0,2.0,1007.47,,,,,,,47.3,13.3,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_251.png
12964,Cocobetain 1 wt.%,CNT,0.00625,1,190,1012.89,0.964,,,,,,,2.0,2.0,1012.47,,,,,,,47.2,13.3,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_252.png
12965,Cocobetain 1 wt.%,CNT,0.00625,1,191,1017.89,0.966,,,,,,,2.0,2.0,1017.47,,,,,,,47.2,13.3,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_253.png
12966,Cocobetain 1 wt.%,CNT,0.00625,1,192,1022.89,0.969,,,,,,,2.0,2.0,1022.47,,,,,,,46.9,12.5,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_254.png
12967,Cocobetain 1 wt.%,CNT,0.00625,1,193,1027.89,0.971,,,,,,,2.0,2.0,1027.47,,,,,,,46.8,12.2,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_255.png
12968,Cocobetain 1 wt.%,CNT,0.00625,1,194,1032.89,0.852,,,,,,,1.0,0.0,1032.47,,,,,,,47.2,13.6,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_256.png
12969,Cocobetain 1 wt.%,CNT,0.00625,1,195,1037.89,0.861,,,,,,,1.0,1.0,1037.47,,,,,,,47.1,13.6,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_257.png
12970,Cocobetain 1 wt.%,CNT,0.00625,1,196,1042.89,0.903,,,,,,,2.0,1.0,1042.47,,,,,,,47.3,13.3,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_258.png
12971,Cocobetain 1 wt.%,CNT,0.00625,1,197,1047.89,1.189,,,,,,,2.0,3.0,1047.47,,,,,,,47.1,13.6,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_259.png
12972,Cocobetain 1 wt.%,CNT,0.00625,1,198,1052.89,1.196,,,,,,,2.0,3.0,1052.47,,,,,,,46.2,9.6,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_260.png
12973,Cocobetain 1 wt.%,CNT,0.00625,1,199,1057.89,1.168,,,,,,,2.0,3.0,1057.47,,,,,,,46.2,9.3,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_261.png
12974,Cocobetain 1 wt.%,CNT,0.00625,1,200,1062.89,1.189,,,,,,,2.0,3.0,1062.47,,,,,,,46.0,9.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_262.png
12975,Cocobetain 1 wt.%,CNT,0.00625,1,201,1067.89,1.192,,,,,,,2.0,3.0,1067.47,,,,,,,45.7,8.5,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_263.png
12976,Cocobetain 1 wt.%,CNT,0.00625,1,202,1072.89,1.199,,,,,,,2.0,3.0,1072.47,,,,,,,45.7,7.7,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_264.png
12977,Cocobetain 1 wt.%,CNT,0.00625,1,203,1077.9,1.205,,,,,,,2.0,3.0,1077.47,,,,,,,45.4,7.7,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\CNT\0.00625\1\extracted_frames\frame_265.png
